film_id;title;description;release_year;language_id;length;rating
292;EXCITEMENT EVE;A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank;2006;1;51;G
295;EXPENDABLE STALLION;A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat;2006;1;97;PG
303;FANTASY TROOPERS;A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention;2006;1;58;PG-13
305;FATAL HAUNTED;A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan;2006;1;91;PG
307;FELLOWSHIP AUTUMN;A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon;2006;1;77;NC-17
309;FEUD FROGMEN;A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies;2006;1;98;R
311;FICTION CHRISTMAS;A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft;2006;1;72;PG
312;FIDDLER LOST;A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico;2006;1;75;R
314;FIGHT JAWBREAKER;A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse;2006;1;91;R
320;FLAMINGOS CONNECTICUT;A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert;2006;1;80;PG-13
326;FLYING HOOK;A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria;2006;1;69;NC-17
329;FORREST SONS;A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat;2006;1;63;R
331;FORWARD TEMPLE;A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans;2006;1;90;NC-17
334;FREDDY STORM;A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback;2006;1;65;NC-17
336;FRENCH HOLIDAY;A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin;2006;1;99;PG
337;FRIDA SLIPPER;A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft;2006;1;73;R
338;FRISCO FORREST;A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank;2006;1;51;PG
341;FROST HEAD;A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention;2006;1;82;PG
342;FUGITIVE MAGUIRE;A Taut Epistle of a Feminist And a Sumo Wrestler who must Battle a Crocodile in Australia;2006;1;83;R
343;FULL FLATLINERS;A Beautiful Documentary of a Astronaut And a Moose who must Pursue a Monkey in A Shark Tank;2006;1;94;PG
348;GANDHI KWAI;A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin;2006;1;86;PG-13
350;GARDEN ISLAND;A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback;2006;1;80;G
354;GHOST GROUNDHOG;A Brilliant Panorama of a Madman And a Composer who must Succumb a Car in Ancient India;2006;1;85;G
361;GLEAMING JAWBREAKER;A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies;2006;1;89;NC-17
363;GO PURPLE;A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon;2006;1;54;R
364;GODFATHER DIARY;A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback;2006;1;73;NC-17
366;GOLDFINGER SENSIBILITY;A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans;2006;1;93;G
368;GONE TROUBLE;A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse;2006;1;84;R
369;GOODFELLAS SALUTE;A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory;2006;1;56;PG
375;GRAIL FRANKENSTEIN;A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft;2006;1;85;NC-17
378;GREATEST NORTH;A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin;2006;1;93;NC-17
384;GROSSE WONDERFUL;A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia;2006;1;49;R
386;GUMP DATE;A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft;2006;1;53;NC-17
388;GUNFIGHT MOON;A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert;2006;1;70;NC-17
390;GUYS FALCON;A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat;2006;1;84;R
392;HALL CASSIDY;A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia;2006;1;51;NC-17
393;HALLOWEEN NUTS;A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat;2006;1;47;PG-13
396;HANGING DEEP;A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin;2006;1;62;G
398;HANOVER GALAXY;A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention;2006;1;47;NC-17
400;HARDLY ROBBERS;A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin;2006;1;72;R
402;HARPER DYING;A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert;2006;1;52;G
405;HAUNTED ANTITRUST;A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India;2006;1;76;NC-17
407;HAWK CHILL;A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia;2006;1;47;PG-13
408;HEAD STRANGER;A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico;2006;1;69;R
409;HEARTBREAKERS BRIGHT;A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies;2006;1;59;G
410;HEAVEN FREEDOM;A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans;2006;1;48;PG
411;HEAVENLY GUN;A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat;2006;1;49;NC-17
414;HELLFIGHTERS SIERRA;A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia;2006;1;75;PG
415;HIGH ENCINO;A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia;2006;1;84;R
417;HILLS NEIGHBORS;A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat;2006;1;93;G
421;HOLIDAY GAMES;A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan;2006;1;78;PG-13
423;HOLLYWOOD ANONYMOUS;A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat;2006;1;69;PG
425;HOLY TADPOLE;A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory;2006;1;88;R
429;HONEY TIES;A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank;2006;1;84;R
430;HOOK CHARIOTS;A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia;2006;1;49;G
433;HORN WORKING;A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank;2006;1;95;PG
438;HUMAN GRAFFITI;A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico;2006;1;68;NC-17
442;HUNTING MUSKETEERS;A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft;2006;1;65;NC-17
443;HURRICANE AFFAIR;A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft;2006;1;49;PG
444;HUSTLER PARTY;A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert;2006;1;83;NC-17
450;IDOLS SNATCHERS;A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery;2006;1;84;NC-17
459;INFORMER DOUBLE;A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies;2006;1;74;NC-17
462;INSIDER ARIZONA;A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory;2006;1;78;NC-17
465;INTERVIEW LIAISONS;A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse;2006;1;59;R
466;INTOLERABLE INTENTIONS;A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention;2006;1;63;PG-13
468;INVASION CYCLONE;A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery;2006;1;97;PG
469;IRON MOON;A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon;2006;1;46;PG
470;ISHTAR ROCKETEER;A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House;2006;1;79;R
471;ISLAND EXORCIST;A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House;2006;1;84;NC-17
480;JEEPERS WEDDING;A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia;2006;1;84;R
481;JEKYLL FROGMEN;A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank;2006;1;58;PG
485;JERSEY SASSY;A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan;2006;1;60;PG
486;JET NEIGHBORS;A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat;2006;1;59;R
489;JUGGLER HARDLY;A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California;2006;1;54;PG-13
491;JUMPING WRATH;A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin;2006;1;74;NC-17
493;KANE EXORCIST;A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin;2006;1;92;R
497;KILL BROTHERHOOD;A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback;2006;1;54;G
502;KNOCK WARLOCK;A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon;2006;1;71;PG-13
504;KWAI HOMEWARD;A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia;2006;1;46;PG-13
505;LABYRINTH LEAGUE;A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert;2006;1;46;PG-13
506;LADY STAGE;A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat;2006;1;67;PG
509;LANGUAGE COWBOY;A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park;2006;1;78;NC-17
514;LEBOWSKI SOLDIERS;A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China;2006;1;69;PG-13
516;LEGEND JEDI;A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback;2006;1;59;PG
520;LICENSE WEEKEND;A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery;2006;1;91;NC-17
524;LION UNCUT;A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China;2006;1;50;PG
527;LOLA AGENT;A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan;2006;1;85;PG
529;LONELY ELEPHANT;A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia;2006;1;67;G
532;LOSER HUSTLER;A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria;2006;1;80;PG
533;LOST BIRD;A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse;2006;1;98;PG-13
534;LOUISIANA HARRY;A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank;2006;1;70;PG-13
536;LOVELY JINGLE;A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback;2006;1;65;PG
537;LOVER TRUMAN;A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat;2006;1;75;G
